geneid,iDUX4_logFC,iDUX4_logCPM,iDUX4_LR,iDUX4_pval,iDUX4_fdr,hl.ratio,area,protein.length,rep,IQR,QCoD,count,mean,sd,zscore,pval
UTP20,1.388052366,6.264512939,101.3315894,7.78E-24,8.43E-23,1.218076564,695281.7402,2785,3.555555556,1.627706183,1.336292177,18,-0.003385386,0.190551574,6.41013833,1.45E-10
C12orf45,1.386873508,2.993768679,8.567961336,0.0034213,0.00665268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSBPL6,1.384645926,5.02851132,41.67690992,1.08E-10,5.29E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABHD13,1.378853529,4.342014294,24.88581349,6.08E-07,2.09E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOM1L1,1.378827668,4.436969619,26.72387556,2.35E-07,8.39E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC25A26,1.377517425,4.589313476,29.89247532,4.57E-08,1.76E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRPF3,1.375830454,6.173645812,93.56513785,3.93E-22,4.00E-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP5K1A,1.375579199,7.339124746,210.8554451,8.94E-48,2.11E-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UAP1L1,1.373707315,4.785092598,34.38160332,4.53E-09,1.94E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFPQ,1.373297897,8.573106203,472.6545926,8.47E-105,4.66E-103,0.193426316,1365946.329,707,3.463709677,0.790493507,4.08679399,248,0.001486136,0.048783403,3.934538591,8.34E-05
EXPH5,1.372367209,3.279336352,10.70945918,0.001065892,0.002286203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LRRC1,1.370815373,3.731047163,15.3923803,8.73E-05,2.25E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHRS2,1.370202141,2.370874639,4.719366663,0.029824726,0.047543547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUP153,1.369534726,7.233609914,194.4877415,3.33E-44,7.06E-43,-0.28358144,329729.8652,1475,3.416666667,1.325812964,-4.675245895,24,0.004987502,0.173130715,-1.666769197,0.095560307
OTOGL,1.368875319,1.506951524,1.675337464,0.195545148,0.250696263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BNIP2,1.366382999,6.783479262,141.7223929,1.12E-32,1.67E-31,-0.243999,164944.6211,435,4,0,0,1,0.037451698,1.886308859,-0.149207112,0.881390208
LRP12,1.365011149,7.15601431,183.2377017,9.52E-42,1.88E-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSPYL2,1.36465302,5.604171221,61.53475163,4.35E-15,2.91E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NIPBL,1.363816436,6.845637811,147.4862536,6.14E-34,9.49E-33,0.125705964,213715.1318,2804,3.4,1.016293926,8.084691372,5,-0.020646738,0.456407224,0.320662546,0.748466133
WDPCP,1.363349799,4.309552448,23.79852862,1.07E-06,3.57E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCOR,1.361752739,5.707513886,65.99525031,4.52E-16,3.20E-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AAR2,1.360022885,6.233359368,95.59666696,1.41E-22,1.46E-21,0.972161334,84697.06958,398,3.5,1.578647054,1.623852954,2,-0.009279082,1.494625635,0.656646315,0.511408361
TRIM24,1.359545758,5.243410902,47.15367884,6.56E-12,3.52E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTRH2,1.359030669,4.744775346,32.7422578,1.05E-08,4.35E-08,0.279158888,233656.5977,180,3.538461538,1.003412344,3.594413024,13,-0.003910741,0.240345393,1.177761825,0.238891572
TPMT,1.358965647,4.743591877,32.7083008,1.07E-08,4.42E-08,0.380041763,1061440.05,245,3,0.185159566,0.487208469,2,0.078918801,1.518857099,0.198256283,0.842844554
GTF2A2,1.358469264,5.984243163,79.9950048,3.75E-19,3.23E-18,-0.219728027,967772.4131,109,3.5,0.659559532,-3.001708703,4,-0.023298035,0.58557861,-0.335445982,0.737288686
GFM1,1.356461819,6.169687278,90.96661722,1.46E-21,1.44E-20,0.354321772,271519.0527,770,3.4,0.686846489,1.938482319,20,-0.002814529,0.18465738,1.934048354,0.053107183
WTAP,1.354469158,7.22968609,190.1593237,2.93E-43,6.08E-42,0.777398746,63250.75684,396,3.5,2.273158389,2.924057186,2,0.152751476,1.362031546,0.458614392,0.646511099
MAP1LC3B,1.354335314,7.81867908,285.0015455,6.11E-64,1.95E-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C6orf211,1.353321992,5.868443497,73.18942345,1.18E-17,9.19E-17,0.787390956,370592.5898,441,3.625,3.099599515,3.936544473,8,-0.001336518,0.299647421,2.632185088,0.008483763
CXorf40B,1.351806502,6.350144187,102.6566954,3.99E-24,4.35E-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRIP1,1.35138165,5.960027913,77.90380064,1.08E-18,9.01E-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRAPPC8,1.351223279,6.150587894,89.12984757,3.70E-21,3.54E-20,5.118877416,199678.7988,1435,4,0,0,1,0.079245849,1.911631437,2.636298749,0.00838159
AKIRIN1,1.350913118,6.590871564,121.3936588,3.13E-28,4.05E-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KLHL25,1.350194589,3.917952799,17.3391991,3.13E-05,8.61E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF28,1.348803762,4.813821265,33.98964286,5.54E-09,2.35E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLA,1.347634469,4.942300872,37.29276964,1.02E-09,4.59E-09,0.32790282,523334.3145,429,3.333333333,1.08528173,3.309766387,3,0.00157661,0.714453153,0.456749624,0.647851018
PDZD8,1.346953167,6.35406345,102.2758186,4.83E-24,5.25E-23,6.015828007,380461.5938,1154,3,0,0,1,0.155120755,2.044083327,2.867156723,0.004141779
DDX52,1.345685364,5.992057607,79.0878315,5.94E-19,5.03E-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZHX1,1.342136808,5.999408278,79.13121686,5.81E-19,4.93E-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIAA0907,1.341814419,6.354117755,101.5870261,6.84E-24,7.42E-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB1CC1,1.340331996,7.184199615,180.817512,3.21E-41,6.28E-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAF7,1.339931213,7.230509412,186.6172359,1.74E-42,3.51E-41,1.768318761,410958.832,349,3.6,2.935248977,1.659909425,5,0.017738042,0.437299548,4.003161512,6.25E-05
CRISPLD2,1.339314346,2.950209454,7.753029686,0.005362251,0.010083255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC84,1.337832465,3.420346638,11.49094819,6.99E-04,0.001553777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP95,1.337055083,4.752630736,31.98615576,1.55E-08,6.31E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAJB9,1.336621537,6.125974215,85.90084514,1.89E-20,1.74E-19,3.140415065,100750.52,223,3,0.511565535,0.162897427,2,0.158948204,1.344451413,2.217608484,0.026581539
SLC9A3,1.334317177,1.510013179,1.607601811,0.204829241,0.260974783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHST7,1.334279197,4.651747518,29.57680734,5.37E-08,2.06E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLSCR4,1.33333724,5.193284929,43.91160665,3.44E-11,1.76E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF582,1.331088476,2.258562088,3.999652279,0.045509652,0.069346001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PANX1,1.326631358,5.986944052,76.82223736,1.87E-18,1.53E-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVGP1,1.325310393,1.848780756,2.510785521,0.113069559,0.155805519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF2AK3,1.325070309,5.240985722,44.95227098,2.02E-11,1.05E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
API5,1.324899526,7.570546245,231.1482611,3.35E-52,8.57E-51,0.508914729,812522.2031,514.1492537,3.507462687,1.058201538,2.079329756,67,0.001335696,0.096457118,5.262224732,1.42E-07
AHCYL2,1.324691961,4.624410117,28.61454378,8.83E-08,3.31E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZRANB1,1.323855171,5.715958987,63.11823115,1.95E-15,1.33E-14,-0.163360257,7012922.064,708,3,0,0,1,-0.016027859,2.007957098,-0.073374276,0.941508287
HCCS,1.323587486,5.465867321,52.75987948,3.77E-13,2.22E-12,0.72201182,352904.0273,268,3.4,2.567069045,3.555439087,5,0.002371912,0.4089916,1.759546913,0.078484659
FAM188A,1.323116212,5.276900296,46.01337454,1.17E-11,6.22E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UBP1,1.318296814,7.182444506,175.3205833,5.10E-40,9.63E-39,1.078670009,57304.12695,540,4,0,0,1,0.081551509,1.844218547,0.540672634,0.588733244
CHIC2,1.317313568,5.355654932,48.32512706,3.61E-12,1.99E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF281,1.317049282,5.455606903,51.90522978,5.82E-13,3.40E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DBF4,1.315423403,5.372595628,48.78424285,2.86E-12,1.58E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MGAM,1.314817099,1.854363048,2.492077012,0.114420634,0.157370005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFDN2,1.313086703,5.981354075,75.11562466,4.44E-18,3.57E-17,0.201760271,1018040.611,154,3.368421053,0.677745186,3.359160763,19,-0.005018296,0.195752154,1.056328435,0.290818189
ACSL3,1.311972393,7.696747924,247.6181102,8.58E-56,2.39E-54,0.261650431,772100.1494,720,3.706521739,1.27448677,4.870952313,92,-0.002451675,0.085812291,3.077672222,0.002086242
YOD1,1.310206231,2.564297499,5.254568029,0.021889234,0.035964266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UGDH,1.309755722,6.69257115,123.2895953,1.21E-28,1.59E-27,0.335867778,1106135.742,494,3.468181818,0.876291511,2.60903715,220,-0.002296784,0.052577214,6.43177022,1.26E-10
FOXO1,1.307645289,5.465498642,51.60445818,6.79E-13,3.95E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPATA2,1.307369419,4.235356799,20.87535167,4.90E-06,1.51E-05,8.810090627,1974935.344,520,4,3.258080473,0.369812368,3,0.034692547,0.710247801,12.35540339,4.55E-35
EDNRB,1.305010134,3.401215894,10.82060148,0.001003769,0.002167106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBM28,1.302937659,5.38147132,48.2670287,3.72E-12,2.04E-11,0.094749969,344820.4141,759,3.533333333,1.130595687,11.93241221,30,-1.85E-04,0.149554113,0.634786888,0.525567416
BMP2K,1.30279332,4.526356123,25.81585442,3.76E-07,1.32E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PACRGL,1.301882608,3.817238424,15.01824428,1.06E-04,2.71E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12orf55,1.29970278,3.151270116,8.729724487,0.003130638,0.006127682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTDSPL2,1.298374865,6.615911774,115.0249161,7.77E-27,9.44E-26,-0.060255758,368152.1611,466,3,0.873506259,-14.4966438,2,0.095128094,1.419202062,-0.109486772,0.912816413
RASSF8,1.296641264,6.365984593,96.31599566,9.79E-23,1.02E-21,-3.280242305,267970.1484,419,3,0,0,1,-0.037517865,2.067471145,-1.568449672,0.116776227
TNKS2,1.295527837,7.448782903,204.1621932,2.58E-46,5.85E-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORC6,1.295503582,5.206149898,42.09181812,8.71E-11,4.30E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA5BP1,1.295341257,3.822731807,14.94740698,1.11E-04,2.80E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABI1,1.293204915,6.615807604,114.2063783,1.17E-26,1.41E-25,0.511778814,834619.6484,509,3.333333333,1.42431547,2.783068447,9,-0.00702122,0.3030411,1.711979118,0.086900517
TROVE2,1.292451459,6.546292202,108.6585602,1.93E-25,2.21E-24,0.15765935,828581.7813,538,3.435897436,0.853501617,5.413580714,117,-9.90E-04,0.07423696,2.137063007,0.032592867
CIAPIN1,1.291956372,5.97464008,72.6084997,1.58E-17,1.22E-16,0.447081962,419861.7075,312,3.5,1.132394693,2.532857035,16,0.001086823,0.207356158,2.150865178,0.031486843
POLR3K,1.289978569,3.975958146,16.71268272,4.35E-05,1.17E-04,3.774980662,120602.2285,108,4,0,0,1,0.109109926,1.992693506,1.839656086,0.065818745
RAB8B,1.289771151,7.230442573,174.1973821,8.96E-40,1.68E-38,0.579455716,421680.3462,207,3.578947368,0.814032002,1.404821764,19,-0.011217376,0.190562636,3.099627008,0.001937645
RNF11,1.288994253,8.195632978,336.8485148,3.10E-75,1.17E-73,-0.631536771,152879.6836,154,3,0,0,1,0.094284635,2.267897401,-0.320041553,0.748936831
TMEM33,1.287938187,6.447075457,100.7225641,1.06E-23,1.14E-22,1.107534433,1103195.65,247,3,0.322043312,0.290774989,4,0.038399956,0.612054219,1.746797005,0.080672556
SLMO2,1.287118901,6.688725195,119.1410786,9.75E-28,1.22E-26,-12.65189125,8665628.391,194,4,0,0,1,0.163023783,1.828059575,-7.010118929,2.38E-12
WAPAL,1.286941112,7.055704793,153.7713481,2.60E-35,4.19E-34,3.461453509,127728.6523,1275,4,0,0,1,-0.010879943,2.092482539,1.659432462,0.097028679
SHOC2,1.283557965,6.686644654,118.3696468,1.44E-27,1.79E-26,0.950693661,406993.9277,582,3.222222222,1.823489496,1.918062117,9,-0.006035904,0.310637343,3.079892308,0.002070755
SMG1,1.283479976,7.67281972,234.1150607,7.55E-53,1.98E-51,0.206870265,196081.0391,3662,3,2.622939317,12.67915096,4,0.003166019,0.546678264,0.372621813,0.709429935
CDYL,1.282691032,5.113221336,38.6483132,5.07E-10,2.35E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CPSF6,1.281991329,7.163094872,164.4944523,1.18E-37,2.06E-36,0.263474794,674189.1484,588,3.512820513,1.058878281,4.018897839,39,-0.00103633,0.126395373,2.092727901,0.036373451
ING1,1.281615684,4.741990545,29.41017422,5.86E-08,2.23E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDEL1,1.281045988,6.744133841,122.7804395,1.56E-28,2.04E-27,4.304617841,184679.2031,367,4,2.643012628,0.61399472,3,0.040031897,0.692188758,6.161015896,7.23E-10
NCOA7,1.27984944,6.365579072,94.04057992,3.09E-22,3.17E-21,0.373720222,216827.5684,942,3,5.732475463,15.33894908,4,0.01417727,0.540059213,0.66574728,0.505572647
XPR1,1.279649678,6.632590886,113.3617942,1.80E-26,2.14E-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LATS2,1.279566422,7.028376684,149.3260943,2.43E-34,3.82E-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMOX2,1.279315047,5.787630659,62.46386121,2.71E-15,1.84E-14,0.08624102,799138.7188,302.1304348,3.52173913,0.524118723,6.077371577,23,0.004028523,0.166252721,0.494503164,0.620950872
ZNF644,1.279127434,6.378791497,94.81969641,2.09E-22,2.15E-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTPBP10,1.27908658,4.715087504,28.72539555,8.34E-08,3.13E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF844,1.278426245,3.427358807,10.65040043,0.001100471,0.002355798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCOA3,1.278391136,6.795171462,126.7622316,2.09E-29,2.83E-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFNB2,1.277919475,5.044463614,36.51445884,1.52E-09,6.75E-09,-0.419821623,89427.71875,333,4,0,0,1,0.104111428,2.124025583,-0.24666984,0.80516375
SMNDC1,1.27771865,6.026635632,73.83436879,8.50E-18,6.72E-17,0.307217482,1360480.4,238,3.75,0.381619899,1.242181584,4,-0.005137273,0.50829124,0.614519257,0.538872252
SENP6,1.276927949,6.857305073,132.0850992,1.43E-30,2.00E-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAFB2,1.276675281,6.337794989,91.81804982,9.50E-22,9.48E-21,0.714391924,628078.5293,953,3.444444444,2.299186857,3.218383048,9,2.07E-04,0.297668655,2.399262347,0.01642814
ZNF850,1.275086395,3.385784635,10.24720247,0.00136892,0.002880082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UBXN7,1.27393022,7.103465816,156.0407048,8.29E-36,1.38E-34,0.148732874,213145.7656,489,3.615384615,1.163946005,7.825748079,13,1.61E-04,0.24441425,0.607870317,0.543273488
DHX9,1.273281962,8.677702336,342.7950047,1.57E-76,6.12E-75,0.176540481,1554104.031,1270,3.543640898,0.861939473,4.882389952,401,7.48E-04,0.04074018,4.314972057,1.60E-05
SPATS2,1.270820357,6.275695333,87.16546362,9.98E-21,9.35E-20,-0.24094705,436422.5957,545,3.5,4.908849007,-20.37314424,6,-0.0041186,0.36301949,-0.652384946,0.514152874
SOCS3,1.270159141,4.334084051,21.35291094,3.82E-06,1.19E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUP50,1.269286507,6.766623925,122.6684522,1.65E-28,2.16E-27,0.760592717,428788.8135,468,3.333333333,0.757851525,0.996395979,3,-0.024800147,0.646244738,1.215318002,0.224244828
MBTD1,1.268650187,4.797087775,30.06890462,4.17E-08,1.61E-07,0.475439428,531351.0313,628,3.5,13.67570761,28.76435316,4,0.02322565,0.597401483,0.756967954,0.449069062
ZMAT2,1.268575768,6.479248161,100.2260238,1.36E-23,1.46E-22,1.225419968,645235.9473,199,3.666666667,1.115985693,0.910696514,3,-0.046443735,0.702086108,1.811549451,0.070055842
EP300,1.268272817,7.024890577,146.6029049,9.58E-34,1.47E-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GALM,1.267637246,4.00665852,16.58169081,4.66E-05,1.25E-04,0.147088348,1252414.219,342,3.4,0.122426046,0.83233001,5,0.006157212,0.434108569,0.324644907,0.745449836
CLPX,1.266722979,6.310615844,88.8135967,4.34E-21,4.14E-20,-0.184409661,261849.9336,633,3.5,1.166469457,-6.325424887,8,0.004134606,0.315447132,-0.597704804,0.550036919
RNF4,1.26645987,7.372115141,185.8933448,2.50E-42,5.02E-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COQ10B,1.265285398,5.282973155,42.63905471,6.58E-11,3.29E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOP2,1.264619295,5.860810131,64.43621401,9.97E-16,6.91E-15,-0.174353297,801651.7363,845,3.431372549,1.014048829,-5.816057674,51,-0.001155759,0.114030024,-1.518876617,0.128793556
PERP,1.263829955,3.872043781,14.85810027,1.16E-04,2.93E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRAP,1.262638652,5.160641705,38.87645891,4.51E-10,2.11E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETV3,1.262494402,5.55785973,51.74934169,6.31E-13,3.67E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCNX,1.261589871,7.124933848,155.6088478,1.03E-35,1.70E-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUBB4B,1.261154769,9.985965291,589.9272896,2.60E-130,2.04E-128,0.120596409,21321765.35,445,3.5,0.444676147,3.687308343,32,0.00264581,0.141072752,0.836097676,0.403099956
U2AF1,1.260593472,7.132686552,156.2188218,7.58E-36,1.26E-34,0.236302869,411213.5,240,3.418604651,0.821391962,3.476013496,43,-0.004000318,0.131056908,1.833578947,0.06671652
ZC3H15,1.259032175,6.880813105,130.8685775,2.65E-30,3.67E-29,0.012908654,1465360.101,426,3.526315789,1.260924488,97.68055196,19,-0.001058974,0.18899335,0.073905398,0.941085661
PDE12,1.257540899,5.856251302,63.57170143,1.55E-15,1.06E-14,1.908977589,636098.4023,609,3,0,0,1,0.060335324,1.888908927,0.978682581,0.327736841
HELZ,1.256623827,6.58986164,106.4663116,5.83E-25,6.57E-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF57,1.254973945,2.535382903,4.730251884,0.029636545,0.047268364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPF3,1.254561749,6.04320905,72.27115798,1.88E-17,1.45E-16,0.501743269,651063.7832,683,3.653846154,0.657468431,1.310368213,26,-0.004159445,0.15915888,3.178601878,0.001479872
ATP13A3,1.254417102,7.702615975,229.2197827,8.82E-52,2.23E-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POC5,1.254076358,3.936425768,15.40093862,8.69E-05,2.24E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF195,1.252186725,4.697780231,27.29338845,1.75E-07,6.31E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM132A,1.251824381,5.757717879,58.78365542,1.76E-14,1.13E-13,-3.366427982,88340.29102,1024,3,0,0,1,0.024111481,2.228426707,-1.521494717,0.128135736
GLUD1,1.251722025,8.020648213,283.6639446,1.19E-63,3.78E-62,0.102449416,549607.4531,558,3.378378378,1.483698124,14.48225061,37,0.007561943,0.130903466,0.724866013,0.468534233
ETFA,1.25052943,7.167718323,157.7291955,3.55E-36,5.97E-35,0.181849237,421257.0449,333,3.494623656,1.222747682,6.723963788,93,-0.001089298,0.082988675,2.204379492,0.027497667
SEMA4D,1.250068744,1.732624639,1.951551767,0.162419731,0.213960316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIDN,1.24924207,6.103704552,74.85706222,5.06E-18,4.05E-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTPBP4,1.248981954,7.035384205,143.6100207,4.32E-33,6.49E-32,0.198843184,616429.2422,634,3.54,1.144245451,5.7545118,50,-0.003592879,0.111074317,1.822528101,0.068374894
PRDM2,1.248923759,5.872910568,63.53032625,1.58E-15,1.08E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FZD5,1.248891352,1.99259767,2.672839277,0.102073779,0.14221765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YY1,1.247925762,7.566595885,206.8461709,6.70E-47,1.54E-45,0.653679611,503146.668,414,3.285714286,0.797489122,1.219999995,7,0.015274777,0.345686917,1.846771756,0.064780227
JUN,1.245755122,6.640525146,108.5791907,2.01E-25,2.29E-24,5.432802879,425605.3867,331,4,0,0,1,0.038482733,2.053121797,2.627374642,0.008604654
STRN3,1.245203193,5.972863379,67.82791992,1.78E-16,1.30E-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATG2B,1.244651705,6.146030337,76.60812814,2.08E-18,1.70E-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DACT1,1.244426068,3.617849029,11.8257888,5.84E-04,0.001315875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIAA0226,1.243920076,5.196477474,38.83804888,4.60E-10,2.15E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRD4,1.243370536,6.775898454,118.9435779,1.08E-27,1.35E-26,-0.93026713,719186.2881,1362,3,1.006561142,-1.082013014,3,0.030113374,0.771057063,-1.245537522,0.212934232
EPC2,1.24027469,4.971034996,32.7867812,1.03E-08,4.26E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUC7L2,1.239568976,7.111231283,149.275445,2.50E-34,3.91E-33,1.176754155,363203.2891,392,3.9,2.527432466,2.147799908,30,-0.008453699,0.148102143,8.002638103,1.22E-15
LUC7L2,1.239568976,7.111231283,149.275445,2.50E-34,3.91E-33,1.176754155,363203.2891,392,3.9,2.527432466,2.147799908,30,-0.008453699,0.148102143,8.002638103,1.22E-15
LUC7L2,1.239568976,7.111231283,149.275445,2.50E-34,3.91E-33,1.176754155,363203.2891,392,3.9,2.527432466,2.147799908,30,-0.008453699,0.148102143,8.002638103,1.22E-15
AREG,1.238993228,5.662015848,53.88388138,2.13E-13,1.27E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP78,1.238832192,5.290221893,41.25288415,1.34E-10,6.54E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZNF207,1.23757468,8.103552242,293.9256397,6.94E-66,2.30E-64,0.541146939,682599.8311,494,3.611111111,0.439352903,0.811892061,18,-0.006481104,0.197066479,2.778900017,0.005454331
MTMR14,1.237258086,5.395031953,44.3897841,2.69E-11,1.39E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCNC,1.236772365,6.415450276,91.52350048,1.10E-21,1.10E-20,1.917792072,69599.30859,283,4,0,0,1,0.11256079,2.138326695,0.844226135,0.398543053
BCCIP,1.236569626,6.256281693,81.81908422,1.49E-19,1.31E-18,0.286997917,835370.0938,322,3.571428571,0.650303729,2.265883094,7,0.008118293,0.343056271,0.812926763,0.416260049
DNAJC2,1.234549028,5.224323247,39.08069812,4.07E-10,1.91E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAH10,1.233471431,1.531764339,1.440388383,0.230076502,0.289411144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHAX,1.228248271,5.757915133,56.78662643,4.86E-14,3.03E-13,0.406367566,893632.7656,394,3.5,0.18892296,0.464906591,4,0.013931165,0.590546799,0.66453057,0.50635079
ZFP37,1.227602826,3.500108437,10.49811212,0.001194966,0.002537528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STK35,1.22709284,5.613112676,51.13075207,8.64E-13,4.99E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC40,1.22699479,5.779934045,57.57658398,3.25E-14,2.05E-13,-0.43552502,157563.1729,579,4,0.902796858,-2.072893213,2,0.111038825,1.412425657,-0.386968222,0.698779734
ME1,1.226644333,4.401215156,21.08144784,4.40E-06,1.36E-05,0.269445458,467155.0283,572,3,0.458220846,1.700607051,2,0.043472577,1.415250527,0.15966988,0.873141129
RAB33B,1.225697379,2.766140814,5.612654139,0.017831235,0.029919749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GADD45A,1.22512667,6.472826195,93.66429834,3.74E-22,3.82E-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UVRAG,1.224304227,4.499815275,22.61878334,1.98E-06,6.40E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPHA4,1.224278688,5.74125036,55.79045676,8.06E-14,4.95E-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX26B,1.224100338,3.806763732,13.32499433,2.62E-04,6.23E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
