UniqueCount	AmbigCount
0	0
0	49
0	0
0	1
0	55
0	199
0	0
0	0
0	0
0	25
0	3043
0	0
0	22
0	5
0	0
0	218
0	0
0	196
0	123
0	0
0	36
0	142
0	0
0	16
0	0
0	896
0	0
0	32
0	0
0	0
0	14
0	6
0	0
0	1
0	1
0	1
0	10
0	54
0	6
0	388
0	102
0	0
0	66
0	0
0	0
0	132
0	0
0	1
0	30
0	15
0	0
0	149
0	12
0	0
0	0
0	0
0	0
0	44
0	0
0	4
0	17
0	16
0	58
0	8
0	0
0	26
0	9
0	200
0	9
0	7
0	161
0	4
0	732
0	31
0	6
0	515
0	0
0	100
0	84
0	3
0	0
0	1
0	67
0	16
0	132
0	0
0	2
0	31
0	1113
0	0
0	0
0	6
0	0
0	2
0	8
0	5
0	14
0	0
0	0
0	1
0	0
0	19
0	0
0	59
0	253
0	5
0	560
0	43
0	3
0	0
0	1
0	0
0	0
0	28
0	69
0	169
0	60
0	125
0	22
0	14
0	0
0	0
0	0
0	65
0	219
0	0
0	1
0	0
0	10
0	0
0	0
0	4
0	6
0	1
0	133
0	117
0	0
0	0
0	86
0	392
0	0
0	14
0	2
0	2
0	70
0	0
0	0
0	8
0	29
0	1
0	10
0	0
0	3
0	15
0	1169
0	57
0	20
0	9
0	8
0	0
0	32
0	0
0	15
0	19
0	16
0	145
0	0
0	163
0	31
0	0
0	1
0	0
0	0
0	1
0	48
0	0
0	184
0	55
0	42
0	0
0	0
0	12
0	10
0	3
0	1
0	0
0	5
0	12
0	166
0	17
0	40
0	544
0	45
0	5
0	118
0	0
0	8
0	2
0	654
0	1
0	6
0	0
0	0
0	0
0	0
0	0
0	955
0	2
0	87
0	44
0	0
0	36
0	3
0	12
0	275
0	62
0	18
0	0
0	36
0	59
0	13
0	39
0	23
0	37
0	2509
0	0
0	62
0	14
0	18
0	0
0	1
0	1
0	5
0	166
0	0
0	0
0	7
0	0
0	3
0	3
0	0
0	20
0	23
0	25
0	107
0	9
0	2
0	81
0	17
0	0
0	0
0	13
0	0
0	0
0	12
0	0
0	102
0	22
0	47
0	10
0	9
0	2
0	8
0	26
0	118
0	12
0	16
0	6
0	532
0	1
0	1
0	52
0	11
0	0
0	80
0	1
0	761
0	14
0	0
0	0
0	1
0	70
0	0
0	0
0	157
0	6
0	1
0	11
0	1
0	3
0	0
0	0
0	18
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	172
0	9
0	1381
0	24
0	21
0	0
0	2
0	10
0	4
0	12
0	2
0	125
0	6
0	63
0	208
0	0
0	18
0	12
0	0
0	0
0	6
0	5
0	0
0	705
0	127
0	0
0	0
0	45
0	0
0	81
0	0
0	3
0	1
0	16
0	12
0	227
0	60
0	0
0	0
0	0
0	995
0	104
0	0
0	8
0	0
0	145
0	0
0	43
0	0
0	0
0	62
0	1
0	122
0	4
0	20
0	5
0	5
0	0
0	287
0	85
0	0
0	2
0	16
0	7
0	316
0	191
0	60
0	206
0	14
0	0
0	33
0	1
0	1
0	1
0	0
0	33
0	162
0	0
0	0
0	84
0	1
0	5
0	4
0	10
0	13
0	3
0	58
0	19
0	3
0	619
0	0
0	0
0	0
0	16
0	72
0	66
0	34
0	46
0	0
0	73
0	81
0	1
0	13
0	177
0	77
0	0
0	7
0	1
0	23
0	116
0	0
0	0
0	186
0	6
0	0
0	1
0	4
0	3187
0	9
0	82
0	0
0	0
0	0
0	43
0	1
0	0
0	1
0	249
0	0
0	0
0	1
0	0
0	0
0	130
0	2
0	0
0	628
0	3
0	0
0	0
0	0
0	22
0	0
0	97
0	12
0	0
0	8
0	62
0	1
0	22
0	23
0	0
0	253
0	28
0	0
0	0
0	91
0	51
0	1
0	0
0	0
0	0
0	14
0	4
0	0
0	23
0	166
0	0
0	0
0	435
0	14
0	20
0	0
0	221
0	0
0	0
0	0
0	119
0	0
0	26
0	18
0	0
0	6
0	0
0	37
0	0
0	0
0	76
0	354
0	34
0	56
0	22
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	33
0	894
0	33
0	1
0	85
0	754
0	46
0	0
0	0
0	43
0	0
0	18
0	0
0	95
0	0
0	316
0	1
0	9
0	8
0	12
0	25
0	1
0	100
0	83
0	0
0	0
0	82
0	3
0	1
0	88
0	59
0	32
0	4
0	0
0	7
0	2
0	0
0	122
0	5
0	0
0	10
0	0
0	117
0	1
0	44
0	28
0	0
0	2
0	0
0	1
0	0
0	0
0	21
0	0
0	0
0	70
0	0
0	14
0	99
0	2
0	119
0	322
0	36
0	10
0	92
0	1
0	45
0	30
0	0
0	0
0	33
0	0
0	24
0	1
0	18
0	0
0	9
0	0
0	0
0	38
0	0
0	15
0	136
0	195
0	0
0	0
0	0
0	11
0	15
0	0
0	0
0	2667
0	17
0	0
0	0
0	1
0	459
0	74
0	0
0	41
0	33
0	60
0	0
0	325
0	0
0	13
0	13
0	139
0	15
0	12
0	0
0	887
0	17875
0	4
0	0
0	1
0	21
0	1246
0	32
0	0
0	31
0	0
0	140
0	0
0	38
0	176
0	0
0	43
0	7
0	0
0	0
0	5
0	85
0	3
0	357
0	5
0	0
0	4
0	15
0	0
0	6
0	145
0	0
0	0
0	3
0	11
0	320
0	63
0	84
0	19
0	28
0	3
0	2
0	0
0	32
0	22
0	0
0	11
0	509
0	14
0	4
0	32
0	10
0	6
0	0
0	0
0	0
0	1
0	13
0	45
0	5
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	18
0	0
0	3
0	16
0	7
0	0
0	0
0	81
0	18
0	0
0	58
0	193
0	0
0	43
0	3
0	2
0	0
0	37
0	0
0	29
0	5
0	1690
0	14
0	24
0	0
0	21
0	38
0	5
0	0
0	2
0	28
0	0
0	1
0	21
0	2
0	86
0	4
0	3
0	44
0	0
0	2
0	93
0	0
0	23
0	0
0	10
0	150
0	0
0	7
0	0
0	0
0	0
0	48
0	375
0	11
0	1
0	0
0	84
0	0
0	53
0	0
0	0
0	0
0	2
0	3
0	0
0	0
0	0
0	54
0	30
0	1
0	4
0	147
0	591
0	229
0	0
0	133
0	0
0	547
0	3
0	210
0	38
0	0
0	106
0	2
0	58
0	0
0	9
0	1
0	4
0	112
0	0
0	0
0	0
0	1
0	2
0	32
0	10
0	24
0	117
0	8
0	29
0	1
0	104
0	79
0	0
0	199
0	5
0	0
0	13
0	7
0	0
0	43
0	0
0	1
0	3
0	13
0	84
0	153
0	1
0	3
0	21
0	0
0	92
0	0
0	9
0	14
0	45
0	0
0	5
0	4
0	4
0	0
0	81
0	0
0	24
0	289
0	2
0	4
0	43
0	25
0	183
0	0
0	493
0	0
0	4
0	73
0	310
0	1
0	0
0	44
0	261
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	143
0	2
0	0
0	180
0	47
0	84
0	0
0	231
0	535
0	10
0	14
0	251
0	53
0	11
0	0
0	23
0	164
0	6
0	2
0	0
0	0
0	1
0	29
0	1
0	53
0	160
0	3
0	197
0	0
0	0
0	120
0	0
0	60
0	27
0	0
0	0
0	150
0	0
0	14
0	0
0	49
0	75
0	2
0	0
0	52
0	2
0	92
0	117
0	52
0	15
0	0
0	0
0	2
0	5
0	348
0	0
0	10
0	0
0	69
0	0
0	12
0	3
0	135
0	0
0	31
0	0
0	251
0	75
0	3
0	0
0	0
0	0
0	352
0	23
0	0
0	46
0	42
0	123
0	29
0	628
0	16
0	0
0	20
0	0
0	0
0	0
0	35
0	15
0	41
0	545
0	17
0	292
0	0
0	79
0	3
0	66
0	25
0	0
0	15
0	0
0	57
0	26
0	109
0	0
0	0
0	57
0	100
0	8
0	2371
0	55
0	0
0	26
0	16
0	74
0	0
0	3
0	6
0	6
0	0
0	0
0	99
0	31
0	784
0	34
0	36
0	10
0	1
0	2
0	0
0	197
0	50
0	1
0	24
0	13
0	37
0	0
0	17
0	3
0	237
0	2
0	0
0	62
0	10
0	29
0	55
0	0
0	2
0	1
0	66
0	28
0	0
0	0
0	9
0	0
0	0
0	0
0	2
0	8
0	144
0	21
0	45
0	0
0	20
0	2
0	9
0	0
0	2
0	0
0	103
0	0
0	11
0	43
0	0
0	0
0	84
0	0
0	18
0	0
0	25
0	0
0	2
0	166
0	2
0	4
0	0
0	0
0	2
0	21
0	3536
0	73
0	0
0	36
0	0
0	14
0	68
0	0
0	5
0	95
0	1
0	18
0	5
0	33
0	1
0	7
0	148
0	1535
0	0
0	0
0	68
0	78
0	0
0	5
0	0
0	110
0	11
0	1
0	237
0	0
0	19
0	15
0	265
0	4
0	158
0	1
0	58
0	6
0	0
0	6
0	7
0	19
0	0
0	0
0	246
0	0
0	145
0	0
0	3
0	17
0	4
0	20
0	6
0	0
0	18
0	0
0	41
0	13
0	0
0	21
0	0
0	0
0	1
0	0
0	26
0	41
0	1
0	0
0	0
0	131
0	3
0	0
0	1
0	13
0	14
0	12
0	0
0	1
0	3
0	58
0	41
0	0
0	61
0	16
0	0
0	868
0	2
0	0
0	0
0	0
0	0
0	0
0	7
0	16
0	1
0	2
0	0
0	6
0	176
0	79
0	27
0	976
0	114
0	0
0	6
0	0
0	9
0	0
0	2
0	7
0	17
0	122
0	7
0	0
0	184
0	0
0	11
0	114
0	13
0	6
0	79
0	83
0	3
0	45
0	1
0	1
0	0
0	321
0	0
0	2
0	0
0	0
0	121
0	401
0	20
0	1180
0	0
0	15
0	168
0	0
0	47
0	2
0	0
0	6
0	3
0	64
0	18
0	43
0	85
0	0
0	0
0	0
0	25
0	10
0	6
0	0
0	1
0	26
0	2
0	57
0	0
0	0
0	367
0	0
0	0
0	0
0	0
0	0
0	0
0	81
0	1
0	0
0	0
0	15
0	81
0	0
0	12
0	0
0	15
0	40
0	145
0	0
0	28
0	5
0	25
0	13
0	45
0	1
0	138
0	3
0	66
0	445
0	2769
0	37
0	21
0	0
0	43
0	30
0	2
0	0
0	0
0	4
0	0
0	218
0	162
0	906
0	0
0	0
0	4
0	0
0	2
0	0
0	3
0	3
0	0
0	6
0	2
0	5
0	10
0	0
0	70
0	67
0	0
0	0
0	0
0	0
0	68
0	0
0	5
0	3
0	73
0	1
0	0
0	0
0	3
0	20
0	171
0	28
0	642
0	0
0	11
0	53
0	319
0	109
0	10
0	9
0	6
0	0
0	32
0	63
0	0
0	7
0	461
0	49
0	0
0	172
0	10
0	108
0	27
0	8
0	120
0	262
0	34
0	17
0	0
0	2
0	23
0	53
0	37
0	1
0	117
0	45
0	0
0	2
0	0
0	0
0	2
0	3
0	18
0	0
0	3
0	15
0	0
0	149
0	38
0	61
0	237
0	4
0	80
0	115
0	40
0	1
0	0
0	44
0	267
0	6
0	207
0	1
0	1
0	0
0	351
0	54
0	37
0	1742
0	171
0	78
0	2
0	4
0	0
0	25
0	24
0	79
0	5
0	0
0	0
0	66
0	17
0	0
0	0
0	0
0	43
0	27
0	40
0	0
0	0
0	7
0	31
0	75
0	117
0	0
0	0
0	57
0	107
0	42
0	0
0	0
0	0
0	399
0	10
0	1
0	0
0	7
0	0
0	0
0	224
0	49
0	29
0	66
0	0
0	0
0	102
0	27
0	12
0	4
0	13
0	26
0	121
0	1
0	2
0	256
0	0
0	0
0	1
0	3
0	0
0	11
0	6
0	11
0	10
0	9
0	3
0	9
0	0
0	4
0	0
0	2
0	8
0	0
0	94
0	29
0	7
0	30
0	76
0	0
0	0
0	8
0	6
0	168
0	114
0	1
0	104
0	0
0	2
0	0
0	14
0	567
0	356
0	0
0	93
0	65
0	0
0	2
0	155
0	32
0	11
0	132
0	0
0	0
0	11
0	0
0	0
0	0
0	15
0	0
0	113
0	8
0	15
0	1
0	0
0	0
0	12
0	0
0	8
0	25
0	211
0	0
0	0
0	49
0	66
0	0
0	0
0	28
0	2
0	12
0	22
0	63
0	5
0	27
0	0
0	21
0	0
0	1
0	61
0	0
0	153
0	1
0	13
0	8
0	43
0	2
0	330
0	37
0	9
0	3
0	1
0	112
0	8
0	3
0	48
0	220
0	12
0	11
0	46
0	3
0	0
0	8
0	0
0	11
0	0
0	3
0	3
0	274
0	0
0	0
0	0
0	11
0	0
0	8
0	81
0	2
0	64
0	1301
0	0
0	0
0	4
0	2
0	8
0	0
0	954
0	190
0	37
0	6
0	0
0	108
0	97
0	306
0	23
0	0
0	1
0	29
0	183
0	4
0	104
0	597
0	0
0	15
0	0
0	0
0	299
0	42
0	852
0	382
0	0
0	270
0	10
0	0
0	0
0	5
0	9
0	2
0	4
0	9
0	163
0	21
0	0
0	0
0	0
0	44
0	0
0	0
0	1
0	50
0	29
0	14
0	0
0	7
0	2
0	16
0	0
0	0
0	93
0	17
0	17
0	0
0	0
0	0
0	25
0	14
0	5
0	258
0	14
0	11
0	1
0	0
0	20
0	2
0	1
0	0
0	1
0	5
0	70
0	2
0	1
0	0
0	3
0	23
0	247
0	0
0	3
0	1
0	0
0	0
0	47
0	1
0	391
0	572
0	0
0	0
0	1
0	1
0	18
0	24
0	13
0	1
0	86
0	1
0	15
0	1
0	14
0	0
0	74
0	51
0	0
0	80
0	22
0	0
0	198
0	425
0	200
0	0
0	64
0	20
0	3
0	23
0	90
0	0
0	61
0	42
0	0
0	0
0	0
0	0
0	50929
0	1
0	17
0	0
0	24
0	0
0	831
0	0
0	0
0	0
0	3
0	349
0	0
0	41
0	26
0	0
0	21
0	113
0	201
0	0
0	56
0	118
0	37
0	22
0	108
0	0
0	18
0	36
0	5
0	16
0	1
0	308
0	4
0	4
0	7
0	19
0	0
0	0
0	30
0	83
0	3
0	0
0	149
0	57
0	104
0	138
0	121
0	90
0	0
0	120
0	20
0	61
0	83
0	0
0	0
0	0
0	0
0	0
0	49
0	9
0	54
0	1
0	0
0	1
0	1
0	1
0	2
0	0
0	5
0	0
0	13
0	0
0	0
0	0
0	0
0	1
0	0
0	21
0	3
0	4
0	0
0	16
0	90
0	8
0	35
0	141
0	83
0	83
0	17
0	58
0	0
0	59
0	105
0	1
0	101
0	15
0	0
0	6
0	4228
0	148
0	0
0	10
0	0
0	0
0	65
0	44
0	8
0	159
0	62
0	29
0	0
0	8
0	0
0	109
0	233
0	4
0	20
0	0
0	5
0	0
0	3
0	71
0	0
0	1
0	13
0	4
0	2
0	224
0	0
0	0
0	5
0	0
0	207
0	0
0	0
0	35
0	0
0	1
0	1
0	13
0	257
0	28
0	0
0	8
0	65
0	0
0	48
0	20
0	0
0	0
0	1
0	0
0	0
0	6
0	80
0	0
0	13
0	1
0	6
0	15
0	0
0	1
0	0
0	0
0	40
0	5
0	29
0	17
0	4
0	19
0	11
0	6
0	2
0	653
0	1460
0	0
0	112
0	1
0	327
0	83
0	2
0	9
0	63
0	0
0	3
0	11
0	5
0	0
0	113
0	32
0	60
0	0
0	75
0	11
0	1
0	25
0	1
0	0
0	0
0	83
0	65
0	145
0	9
0	8
0	0
0	30
0	27
0	2
0	4
0	0
0	115
0	186
0	0
0	0
0	52
0	3
0	13
0	4
0	0
0	76
0	60
0	0
0	245
0	1
0	0
0	0
0	3
0	69
0	41
0	252
0	0
0	112
0	1
0	0
0	27
0	15
0	0
0	181
0	0
0	5
0	0
0	0
0	243
0	97
0	20
0	316
0	19
0	49
0	12
0	16
0	179
0	1
0	33
0	73
0	10
0	117
0	0
0	2
0	0
0	2
0	17
0	234
0	14
0	10
0	2
0	0
0	0
0	0
0	0
0	432
0	0
0	0
0	1
0	11
0	0
0	30
0	32
0	129
0	34
0	0
0	26
0	208
0	1
0	192
0	0
0	40
0	0
0	8
0	32
0	22
0	192
0	128
0	29
0	182
0	8
0	14
0	12
0	0
0	10
0	0
0	12
0	11
0	0
0	19
0	0
0	0
0	0
0	18
0	0
0	14
0	91
0	44
0	2
0	0
0	0
0	0
0	0
0	0
0	35
0	6
0	0
0	556
0	9
0	0
0	3
0	225
0	0
0	31
0	7
0	1
0	0
0	25
0	76
0	0
0	25
0	130
0	89
0	26
0	46
0	144
0	93
0	0
0	146
0	1164
0	58
0	2
0	2
0	72
0	0
0	0
0	1
0	15
0	0
0	0
0	1
0	0
0	57
0	14
0	0
0	20
0	278
0	0
0	0
0	0
0	2
0	2
0	45
0	0
0	3
0	13
0	4
0	462
0	40
0	238
0	15
0	0
0	15
0	19
0	264
0	38
0	218
0	29
0	0
0	68
0	1
0	111
0	19
0	16
0	45
0	18
0	0
0	0
0	26
0	49
0	41
0	107
0	6
0	8
0	12
0	137
0	3
0	13
0	2512
0	0
0	378
0	22
0	43
0	411
0	1
0	2
0	4
0	0
0	82
0	2
0	0
0	2
0	126
0	268
0	217
0	14
0	0
0	1
0	18
0	0
0	111
0	72
0	0
0	25
0	19
0	219
0	0
0	1242
0	12
0	0
0	8
0	79
0	1
0	36
0	98
0	8
0	32
0	7
0	5
0	5
0	63
0	42
0	397
0	14
0	0
0	55
0	21
0	8
0	0
0	0
0	4
0	28
0	260
0	0
0	0
0	6
0	314
0	477
0	0
0	54
0	0
0	7
0	0
0	0
0	0
0	55
0	0
0	17
0	157
0	1
0	0
0	978
0	0
0	14
0	0
0	6
0	7
0	6
0	10
0	1424
0	14
0	77
0	0
0	23
0	1
0	0
0	0
0	86
0	146
0	0
0	441
0	0
0	20
0	5
0	70
0	17
0	0
0	0
0	30
0	48
0	44
0	2
0	61
0	97
0	260
0	2
0	207
0	0
0	101
0	16
0	0
0	21
0	52
0	23
0	1
0	0
0	3
0	1
0	0
0	48
0	0
0	0
0	0
0	121
0	1
0	0
0	0
0	0
0	8
0	0
0	9
0	18
0	21
0	0
0	108
0	0
0	3
0	164
0	2
0	4
0	14
0	0
0	10
0	0
0	80
0	0
0	193
0	6
0	0
0	0
0	0
0	0
0	21
0	4
0	0
0	0
0	14
0	20
0	7
0	0
0	28
0	922
0	31
0	6
0	19
0	3
0	103
0	0
0	14
0	0
0	126
0	25
0	81
0	7
0	0
0	3
0	61
0	0
0	34
0	0
0	6
0	52
0	1
0	43
0	56
0	4
0	0
0	6
0	47
0	0
0	0
0	0
0	99
0	49
0	24
0	29
0	117
0	0
0	53
0	0
0	21
0	0
0	0
0	559
0	7
0	1
0	97
0	45
0	4
0	2
0	137
0	464
0	5
0	0
0	9
0	74
0	0
0	7
0	49
0	11
0	15
0	80
0	0
0	41
0	12
0	2
0	0
0	0
0	153
0	0
0	15
0	20
0	21
0	0
0	293
0	0
0	19
0	59
0	57
0	9
0	3
0	8
0	279
0	1
0	136
0	1110
0	12
0	0
0	0
0	1
0	0
0	0
0	3
0	6
0	49
0	0
0	37
0	1
0	4
0	2
0	24
0	12
0	10
0	15
0	73
0	94
0	0
0	10
0	2
0	1
0	38
0	16
0	0
0	0
0	4
0	174
0	1
0	487
0	13
0	0
0	675
0	0
0	0
0	97
0	119
0	4
0	84
0	4
0	8
0	9
0	40
0	4
0	0
0	25
0	0
0	16
0	1
0	0
0	25
0	1
0	430
0	0
0	1
0	107
0	13
0	0
0	0
0	2
0	0
0	131
0	0
0	91
0	177
0	65
0	75
0	50
0	10
0	13
0	19
0	140
0	7
0	0
0	23
0	0
0	132
0	0
0	1126
0	67
0	1
0	138
0	2
0	0
0	3
0	8
0	2068
0	0
0	0
0	16
0	236
0	5
0	2
0	150
0	4
0	94
0	2
0	20
0	0
0	31
0	1
0	1
0	6
0	0
0	7
0	16
0	7
0	102
0	0
0	11
0	1
0	0
0	1
0	167
0	72
0	11
0	2
0	29
0	86
0	7
0	13
0	12
0	0
0	0
0	27
0	0
0	3
0	4070
0	41
0	0
0	0
0	58
0	26
0	13
0	178
0	0
0	0
0	17
0	0
0	0
0	0
0	48
0	271
0	4
0	0
0	0
0	0
0	45
0	9
0	4
0	1
0	0
0	297
0	163
0	16
0	0
0	96
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	61
0	52
0	0
0	83
0	8
0	192
0	0
0	1
0	2
0	301
0	1
0	0
0	0
0	1077
0	4
0	5
0	144
0	3
0	13
0	10
0	3
0	3
0	9
0	0
0	394
0	0
0	12
0	75
0	7
0	0
0	225
0	75
0	0
0	83
0	0
0	0
0	0
0	0
0	0
0	0
0	52
0	107
0	29
0	0
0	40
0	125
0	0
0	4
0	2
0	97
0	232
0	28
0	71
0	0
0	163
0	9
0	0
0	61
0	2
0	11
0	34
0	5
0	97
0	49
0	30
0	90
0	17
0	81
0	24
0	9
0	0
0	93
0	21
0	1
0	200
0	0
0	28
0	0
0	4
0	23
0	12
0	0
0	0
0	0
0	10
0	0
0	1
0	0
0	3
0	5
0	0
0	269
0	14
0	36
0	107
0	15
0	2
0	0
0	15
0	17
0	0
0	0
0	247
0	36
0	0
0	0
0	1
0	72
0	165
0	128
0	0
0	0
0	10
0	5
0	202
0	23
0	0
0	26
0	0
0	0
0	1
0	4
0	27
0	0
0	7
0	5
0	0
0	42
0	30
0	0
0	0
0	0
0	0
0	50
0	0
0	499
0	27
0	0
0	0
0	0
0	67
0	0
0	72
0	26
0	80
0	1
0	7
0	75
0	528
0	1
0	28
0	0
0	0
0	2
0	483
0	13
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	46
0	0
0	0
0	69
0	1
0	78
0	0
0	0
0	9
0	0
0	0
0	5
0	0
0	138
0	11
0	38
0	19
0	18
0	1
0	0
0	3
0	326
0	0
0	3
0	31
0	1
0	2
0	5
0	5
0	2
0	0
0	16
0	0
0	2
0	38
0	0
0	17
0	85
0	0
0	41
0	1
0	5
0	5
0	21
0	20
0	0
0	108
0	55
0	4
0	6
0	94
0	22
0	43
0	15
0	0
0	0
0	19
0	4
0	12
0	4
0	164
0	105
0	10
0	0
0	3
0	16
0	2
0	112
0	1
0	48
0	865
0	1
0	2
0	6
0	13
0	7
0	0
0	0
0	0
0	2
0	1
0	0
0	31
0	31
0	0
0	0
0	14
0	3
0	132
0	81
0	15
0	72
0	0
0	0
0	0
0	51
0	3
0	1
0	12
0	170
0	98
0	15
0	0
0	3
0	19
0	49
0	15
0	79
0	15
0	29
0	28
0	0
0	0
0	0
0	34
0	7
0	61
0	76
0	10
0	0
0	0
0	0
0	0
0	1
0	29
0	9
0	0
0	320
0	10
0	0
0	0
0	114
0	0
0	16
0	74
0	2
0	0
0	0
0	0
0	22
0	2
0	335
0	27
0	138
0	0
0	2
0	2
0	0
0	4
0	29
0	0
0	8
0	0
0	4
0	9
0	3
0	5
0	5
0	0
0	1
0	1
0	40
0	0
0	1
0	25
0	6
0	21
0	0
0	0
0	4
0	14
0	53
0	38
0	13
0	0
0	2
0	3
0	23
0	69
0	0
0	0
0	0
0	37
0	3
0	0
0	17
0	51
0	4
0	29
0	0
0	11
0	4
0	1486
0	22
0	139
0	1
0	0
0	110
0	53
0	62
0	5
0	365
0	16
0	5
0	0
0	51
0	1
0	21
0	48
0	0
0	1
0	238
0	0
0	6
0	1
0	23
0	138
0	11
0	2
0	66
0	0
0	9
0	26
0	3
0	0
0	25
0	0
0	23
0	15
0	503
0	499
0	11
0	0
0	50
0	0
0	8
0	9
0	6
0	13
0	0
0	4
0	2
0	10
0	3
0	2
0	24
0	0
0	0
0	83
0	0
0	12
0	0
0	0
0	0
0	19
0	3
0	3
0	0
0	31
0	0
0	95
0	0
0	286
0	38
0	56
0	0
0	131
0	9
0	172
0	28
0	8
0	65
0	166
0	138
0	780
0	1
0	19
0	3
0	0
0	38
0	235
0	17
0	1094
0	0
0	287
0	3
0	0
0	145
0	0
0	9
0	2
0	3
0	1
0	0
0	11
0	16
0	500
0	91
0	18
0	0
0	3
0	0
0	12
0	41
0	0
0	0
0	104
0	0
0	0
0	0
0	0
0	1
0	1
0	2
0	7
0	861
0	0
0	0
0	19
0	8
0	0
0	0
0	4
0	8
0	5
0	1
0	0
0	0
0	25
0	154
0	3
0	0
0	32
0	1
0	146
0	744
0	1
0	31
